"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Operational Delivery Profession","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Other","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Other","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Operational Delivery Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Officer (O)","31096","37919","Customer Compliance, Officer","9.24","Operational Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Operational Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Other","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Other","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Other","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Government Tax Profession","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Human Resources Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Human Resources Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Operational Delivery Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Operational Delivery Profession","Northern Ireland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Other","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1070","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Other","South West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Grade 6 (6)","71725","87612","Customer Compliance, Grade 6","<5","Government Tax Profession","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Grade 7 (7)","58541","72711","Customer Compliance, Grade 7","<5","Digital, Data and Technology Professions","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Grade 7 (7)","58541","72711","Customer Compliance, Grade 7","<5","Human Resources Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Grade 7 (7)","58541","72711","Customer Compliance, Grade 7","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Digital, Data and Technology Professions","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Government Tax Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Government Tax Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Operational Delivery Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Other","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Human Resources Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Operational Delivery Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Government Finance Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Government Finance Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Operational Delivery Profession","Northern Ireland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Operational Delivery Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1092","Senior Officer (SO)","45544","55157","Customer Compliance, Senior Officer","<5","Operational Delivery Profession","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Grade 6 (6)","71725","87612","Customer Compliance, Grade 6","<5","Counter-fraud Standards and Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Grade 6 (6)","71725","87612","Customer Compliance, Grade 6","<5","Government Tax Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Grade 6 (6)","71725","87612","Customer Compliance, Grade 6","<5","Government Tax Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Grade 6 (6)","71725","87612","Customer Compliance, Grade 6","<5","Government Tax Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Grade 6 (6)","71725","87612","Customer Compliance, Grade 6","<5","Government Tax Profession","South East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Grade 6 (6)","71725","87612","Customer Compliance, Grade 6","<5","Government Tax Profession","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Grade 6 (6)","71725","87612","Customer Compliance, Grade 6","<5","Government Tax Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Grade 6 (6)","71725","87612","Customer Compliance, Grade 6","<5","Operational Delivery Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Grade 6 (6)","71725","87612","Customer Compliance, Grade 6","<5","Other","South West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Grade 7 (7)","58541","72711","Customer Compliance, Grade 7","<5","Government Tax Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Grade 7 (7)","58541","72711","Customer Compliance, Grade 7","<5","Government Tax Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Grade 7 (7)","58541","72711","Customer Compliance, Grade 7","<5","Government Tax Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Grade 7 (7)","58541","72711","Customer Compliance, Grade 7","<5","Government Tax Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Government Tax Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Higher Officer (HO)","37682","46077","Customer Compliance, Higher Officer","<5","Operational Delivery Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","OD1097T","Officer (O)","31096","37919","Customer Compliance, Officer","<5","Government Tax Profession","East Midlands"
